Context,Response
"I have anger issues that have worsened over the years because Ive never dealt with my emotions. My anger has never been expressed physically until the past year. My girlfriend has had to endure these episodes. I love her, and I think Im about to lose her, if I already havent. I throw things at her when Im angry, and sometimes I hit her. I may not hit her enough to cause harm, but I still physically lash out at her. I dont want to lose her, and I dont want the situation to worsen. I am a lesbian in my early 30s, and I have been dealing with anger since my childhood. Im ready to change. I need help now. Im about to explode.","Hi Baton Rouge,Im glad youre reaching out. The first step here is that you are taking some responsibility for your behaviours. I do hear you minimizing your actions you say you dont hit her enough to cause harm?, but youre headed in the right direction.I hope that in your pursuit of treatment you learn that the harm youre causing isnt just superficial bruising. The effects of using aggression and anger to control a person are deep and lasting wounds. Please seek treatment for yourself immediately.You say you love your girlfriend? Do you love her enough to leave the relationship while you address your issues? Are you brave enough to not lean on this relationship while you learn how to create a safe place for a partner?You have dangerous habits because you dont know how to manage your own emotional pain. You can unlearn this and it doesnt mean youre a bad person. Sometimes, however, the relationship in which you have done the hurting is best ended, for both of your sakes, because too much damage has been done.I know you dont want to lose her, but you dont own her, and you dont have the right to trap her in this because youre afraid of being alone. Right now, she needs some space to figure out whats best for her and the freedom to make whatever decision she wants.This is potentially the first step to learning real respect honouring her need for safety above your need for comfort. I wish you well."
"Ive been with my boyfriend over 3 years. He cheated on me and the woman is now pregnant. He is physically and mentally abusive towards me. I have attempted to talk with him in order to resolve our issues however, he never wants to talk and often blames me for everything. Im always there when he needs my help. He tells me although I help him doesnt mean that I am a good person. He always discredits me as a woman and its hurtful. I spend most day crying and feeling lonely. I am unhappy and unsure of what I need to do.","That sounds like a very hurtful situation. Unfortunately, without a batterers intervention course or a desire to change, the abuse cycle is unlikely to stop. I do not recommend that you try to leave on your own due that being the most dangerous time when in an abusive relationship. As an abuser, his goal is to control you whether its through mental or verbal means. I recommend that you contact a domestic violence shelter in your area. I have worked closely with Harbor House of Central Florida and know they provide housing, transportation, and any other needed resources to women leaving an abusive relationship. There is help out there and you are not alone. If you need any additional resources in your area, please dont hesitate to contact me."
"I have a child with my baby mother. She works I take care of our young son. She says she is not cheating I have not found anything but she always putting me down, telling me to get out and telling me she doesnt love me, but then the next day after our fight she says she does. Im having a hard time because before our child she said she was raped by a family member but she never went to the hospital or the cops. Now me and my family dont talk. Shes always telling me Im annoying and just belittles me. Nothing I do is right. She says I work you watch the baby. On her days off she never cooks or cleans. I have no friends or family and a couple months ago she was confiding to some guy, but says hes not any thing to her. What do I do? I dont want to leave.","It sounds like you are in a tough situation. You have to ask yourself why you dont want to leave her. Is it because of the child? Or is it because you want the relationship to work? You must consider that being in an abusive relationship is not healthy for you or your child. So if the abuse continues, it would be more beneficial for you and your child to move out.On the other hand, if you are just wanting the relationship to work out despite its current state, you need to evaluate whether the relationship is worth salvaging. It seems as though you are very unhappy and undervalued in this relationship. Although your question revealed just a short bit of information, I didnt read about any positives in the relationship.Sometimes its extremely hard to leave a relationship even though you know that the relationship itself is harmful for you. However, with time and focus you can do it. Each day will get a little easier and you have to trust yourself that you are making the right situation for you and your child.However, if you really feel that you want to stay in the relationship, you have to be upfront with her. You need to tell her exactly how you feel and give her specific examples of how she is hurting you. This gives her a chance to render the situation. If after this there is no improvement, I suggest that you start reconsidering your decision to stay.I also think it would be valuable for you to start engaging in things outside of the home that make you happy. Are there any hobbies you enjoy? Are there any groups in the area that you can join such as playgroups that will allow you to engage with other parents? Start looking into these options and finding an avenue for you to do something for your own benefit.It is certainly not healthy for you to isolate yourself from friends and family. You need to have additional support networks besides the one with your girlfriend, especially since this has not been a healthy environment lately.Thank you for reaching out. I wish you the best of luck with your relationship."
"Ive known my boyfriend for several years. We were friends for a long time. In 2013 we started a relationship, and he even asked me to move in with him since I lived out of state. I planned to move in with him in 2014 after I finished school and he found a job. However, during this time we had a few arguments and broke up with each other for a short period of time. We decided later to make it work. Shortly after, I found out that I was pregnant. I wanted to tell him during his next visit. However, he never came to see me and instead asked me for money. After I gave him money, he quit answering my phone calls and texts. Soon after, I experienced a miscarriage. I texted him about what had happened, and he didnt seem to care. I was extremely hurt by this. I still decided to move back as I had originally planned. He helped me with the move and replaced the money I had lent him. During this time, I asked if he wanted to be in this relationship because I needed to know. Although he says he did, I hardly ever see him. He never got a job, which was in the original plan. After that, we both started seeing other people for a short amount of time but once again got back together. Once we got back together, I cut all ties with the former relationship I had been in. I thought he had too. But I found out that he did not attempt to do as I did and was still talking with another woman. In fact, he had even sent inappropriate pictures to her. When I confronted him about this, he wasnt apologetic. He said that he only did it to get even with me and was actually mad at me for looking through his phone. He even closed his car window on my finger and tried to throw me out of his car. I dont know what to do.","There are plenty of red flags that you have been presented withSeveral breakupsNot holding up his end of the bargain regarding workLack of empathy for your miscarriageLying about his involvement with another womanPhysical violence, which is of most concern.This seems to be a very unhealthy relationship. In my experience, relationships such as these rarely become positive ones. Violence is never okay and regardless of his reasoning you looking through his phone, it is indefensible. You have to look at these red flags and ask yourself, Is this really someone I want to marry? Is he an asset to my life? I think youll realize he is not.Best of luck to you and please know that you deserve someone who treats you with kindness, dignity and respect."
Now I have anger and trust issues. How can I treat this and fix myself?,"I will assume that for whatever reason, you either do not want to or are not able to seek counseling for this. However, I highly urge you to do so because longterm childhood abuse does have negative consequences for your life as an adult, as it seems you are already aware.There are confidential and free crisis hotlines that you can call that deal with sexual abuse. Somemost also offer free counseling services in local areas. That would be a good place to start looking, especially if cost of counseling is an issue.The important thing to know is that what happened was not your fault and that you deserve to live a happy life free of the past. Having anger and trust issues after something like this is a perfectly normal reaction to what happened to you. Angry? Yes! At your brother for what he did, at your parents for not protecting you. Having trouble trusting? Of course! The very people who were supposed to love and protect you hurt you instead. Two books that might help you are Codependent No More and Boundaries Where You End and I Begin."
I snap easy and push people away. I need help before I push my boyfriend away.,"Death of someone with whom we had fond involvement, is sad. Accepting that a person is permanently gone from this earth, is unsettling and can feel painful.That you had no current contact with this person doesnt exclude the meaning or feelings from within your relationship with this person. Relationships dont require a time measurement in order to affect us. Your question acknowledges the process of adjusting to life without the chance to see or hear from this person again.It is normal to grieve so be gentle and not critical of yourself when you feel yourself missing this person."
My roommate is a unapologetic person who doesnt care who she hurts. She never apologizes to me or my family. She made me lose my temper today to the point where I was using swear words in front of my mom and brother.,"You must be feeling frustrated about how to resolve this. Some people seem to really provoke emotional responses in us. One thing to learn for a quick review of yourself when you are provoked is to pay attention to your body.Notice your heart rate, fists clenched, some warmth going through your body and these are signs that the interaction is toxic for you. Move out of the room, say something calling to both of you and let things simmer down before responding.When you are able to calm your body, think of ways to bring the issue to her attention using positive words but holding your ground. If she doesnt listen ask someone to come with you to talk to her about it, If she still wont listen, reassess your expectations of her.Finally if you need to , you may have to consider changing the status of your rooming together."
I get angry and act out. It scares my wife and child.,"Anger is a normal emotion, no different than joy, elation, or sadness. Its not anger that gets us in trouble its the overtness of the emotion or how we allow it to manifest that gets us in trouble. Being able to control your temper depends on several variables how you saw anger acted out as a child in terms of your primary caregivers and what you internalized as being normal in terms of managing conflict, and your communication style regarding how you confront problematic situations. There are some whose anger takes on a volcano effect whereby they dont readily address problematic situations but rather they continue to stuff their emotion until the right trigger causes them them to explode, and then there are those who are very impulsive in terms of how they react to stressful situations, they dont take time to think out situations or to make sense of them, they just impulsively respond. I would encourage you to seek anger management from a therapist who utilizes a Cognitive Behavioral approach in order that you may explore how your irrational thinking related to certain situations may be influencing your problematic behavior. In addition, I would encourage you to engage in activities that promote stress reduction if your blowups are indeed related to being overly stressed. The first step is recognizing that you have a problem that you need help in understanding and addressing, which you have, now take the next step in finding a therapist in order that you may learn to control your temper and undo some faulty wiring that may be related to how you process emotion, and communicate that youre angry. Remember, anger is the overt expression of some other emotion i.e., disappointment, hurt, frustration, etc.. Hope this helps..."
"Sometime when small thing happen, like losing a comb, I get furious. I even start throwing things. Do I have a problem?","Anger does have its place. When anger is experienced often or the magnitude of it does not fit the scenario, such as your losing comb, the question becomes, what does losing that comb mean to you? In the very split second that you have realized the comb is missing, there is a reaction that occurs within you, accompanied by an image or thought that like lightening flashes so quickly that you may not be aware what it is. As Sherry noted below, awareness. Awareness is fundamental. Becoming aware of ourselves and what is happening internal that sparks it off. The next time you feel angry from a small thing, stop and ask yourself, why am I angry that this is lost? Find out what you are thinking or how you are speaking to yourself. You will become aware and once you are aware, steps can be taken to alter the experience for the better. A professional can assist with that!"
Were in an eight year relationship. My boyfriend drinks a lot. He experienced childhood trauma. I dont know how to deal with violent outbursts.,"You shouldnt need to educate yourself on violent outbursts. He is the one in the position to change his violent outbursts. They are his behavior, not yours. All youre trying to do is have a relationship with this guy.The one task to do is during a quiet time to tell your boyfriend the way you feel about his outbursts.His answer, whether he denies having a problem, blames you for his problem, tells you the problem isnt so bad, why are you complaining, tells you a lot about his willingness to change.Whether or not he considers himself to have a problem and wants to change himself, is very good for you to know.This tells you what to expect from him in future. You can reflect and plan ahead for your own life depending on your tolerance and willingness to live with what he answers you."
"Any time things get heated, the past gets brought up. I raise my voice at her to try to get a point across. She asks openended questions but always has to turn my own answer against me. Shes seven months pregnant. I have drank in the past, but Im not dependent on alcoholI only drink at social events.","Have you tried to talk about the subjects of the past, in the present at a time in which there is no heat between the two of you?Since your gf would like to resolve situations from the past the best way to do so would be to talk about them. The more you try to avoid certain subjects the more likely they will come up between you at worse possible moments.If you can get ahead of the pattern of old topics coming up without your control, then try scheduling a discussion about them. This by itself will show your gf you care about what she cares about and this may be one quality she would feel good about."
"When I got home, my boyfriend and I got into an argument. He got upset and he started hitting his face. That is the first time he has ever done that, but I would be lying if I said that didnt scare me. I locked myself in the room.","Sounds scary to watch. I agree with you!Maybe he felt so overwhelmed by anger, hurt and frustration that he went back to an old behavior from his past in which someone hit him for having strong emotions.Now that the incident is past, bring up the topic to him so the two of you can discuss it.Just the fact of you having empathy and caring what he was feeling at the time, may be restorative to him.At the very least, you may find out exactly what the answer is to your question as to why he did this in the first place!"
I get really mad easily at my parents and family.,"Anger is not necessarily a bad thing. If you are angry and you can talk about your feelings, that would be very helpful. Anger usually comes along with something else, like feeling sad, worried, overwhelmed, confused, and many others. Consider looking at what you notice in addition to anger and you may have a different starting point. If you get along well with friends and dont get angry with them, look at the differences. Do you feel criticized by your parents or family? Misunderstood? There could be any number of things.I wonder if you start getting angry very slowly and it builds or if it happens quickly. Try to keep an eye on the patterns and see if you can stop and look at what else is going on as you start to get angry. Anger is a real emotion in itself. It almost always connects to something else as well."
My longterm girlfriend broke up with me recently. She says its because of my anger.,"I need help controlling my anger.Anger is like a blanket that contains other emotion from bursting out and serves as a shield to protect us when we are not able to manage external issues. Anger also helps us understand that theres something wrong that needs to change. Once we understand that something else caused us to feel angry, then we can explore the source of anger.Ask yourself Why am angry, Am I hurt, disappointed, confused, embarrassed etc.? Once you find the answer, explore how often that happens and whats your reaction. Then explore how else you could respond or react. You could use Istatements as a way to communicate your true feelings to your girlfriend or whoever is involved in the scenario. This is a good exercise to practice with your Counselor or mental health provider because many unresolved issues may arise during this exploration, especially if you have been angry for a long timeAlso, it is important to understand the difference between anger and aggressionand learn to manage our anger before we act on it. Anger is a feeling aggression is when you act out your anger physically, verbally and psychologically. Find ways to vent crying or sweating will help to release your anger, and balance the chemical response that our body creates when you become angry. Physical activity and meditation exercises can also provide a break when you manage strong emotions.Necesito ayuda para controlar mi coraje.El coraje es como una manta que cubre otras emociones evitando que se desborden y sirve como un escudo que nos protege cuando no podemos manejar problemas externos. El coraje tambin nos ayudo a entender que hay algo mal que debemos cambiar. Cuando entendemos que algo mas causo el coraje entonces podemos explorar la fuente.Pregntate a ti mismo Por qu tengo coraje, estoy herido, decepcionado, confundido, avergonzado, etc.? Ya que encuentres la respuesta, explora cuan frecuente tienes esa reaccin. Luego explora como puedes reaccionar en otra ocasin. Puedes usar expresiones del Yo para comunicar tus verdaderos sentimientos a la persona envuelta en la situacin. Esto es un buen ejercicio para practicar con tu Consejero o profesional de la salud mental ya que otros conflictos sin resolver pueden surgir durante este proceso de exploracin.Tambin es importante entender la diferencia entre el coraje y la agresin, y aprender a manejar el coraje antes que actuemos. El coraje es un sentimiento y la agresin es cuando expresas tu coraje agrediendo a alguien, fsica, emocional o sicolgicamente. Encuentra maneras de desagotare, llorar o sudar te pueden ayudar en este proceso al balancear la respuesta qumica que crea el cuerpo cuando estamos molestos. El la actividad fsica y la meditacin tambin pueden ayudarte a relajarte y tomar un descanso cuando manejas emociones fuertes."
"My son claims that hes been having extremely violent thoughts and dreams. Not violent like hes hurting someone, but violent thoughts like horrible things happening to his loved ones. He explained one of his dreams the other day and it was so violent it was sickening. It was far beyond anything in a horror movie, he says he cant help these thoughts they just pop up. Please help!","If your son is reporting extremely violent thoughts and dreams please have an psychological evaluation done by a psychiatrist now before it gets even worse for him to bare. Dont take his reports lightly. For him to tell you, he knows that something is not right. He is seeking and needing help. Get it immediately. Best to be safe than sorry."
"I been having anger problems a lot lately. It only takes one word wrongly said to set me off. I use to not be like this until I got with my soontobe husband. I think his mood and rageanger problems have rubbed off on me a lot. I dont get nearly as bad as he does, but I yell almost constantly and I cant seem to just stop. I have two young babies that have to hear this, and I dont want my girls growing up with a mommy like I have been lately. I just dont know how to get back to my old self.","With me knowing thata healthy relationshipusually includes respect, trust, appreciation, companionship, spiritual solidarity, domestic support, feeling of being cherished, and sensuous affection, I am wondering if you are lacking in several if not all of these needs in your present relationship. Before he becomes your husband, you should examine these areas and see if they are high in rating. Otherwise, yes this relationship will affect your girls and you negatively. I would suggest relationship counseling, specifically premarital. Not be surprised if through the process you realize that this relationship is not the best choice for you and your children."
"I have not been able to really sleep. I stay up all times of the night not even knowing why. Every day, I feel like I have anger inside of me. I have a little family, but I cant open up to them like I want to. I have a son, and I feel that I take my anger out on him by screaming at him.","Best question is....what are you so angry about? You cant stop being so angry until you figure out what is the root of your anger. If you feel like you have anger inside, while I am sure you do. Taking it out on your son is only passing on the hurt and anger. This will be inside him too. Get some professional help so that you can be happy and have a happy child."
"My issue isnt resisting angry urges its the anger itself. My rage is extreme and vastly disproportionate to the direct stressor. It causes violent thoughts, but I never act. I stay lucid enough to know the rage is violent, not me. I dont want to drown myself in anger and resentment.","Knowing how you feel and also being able to stabilize yourself to act upon the tremendous anger you feel, are fine qualities.Anger, whatever the magnitude, generally reflects emotional pain that has not yet been placed into words.Try thinking over your growing up years because maybe you will discover certain repeated dynamics which upset you and that no one helped you feel secure through such times.Also, if either of your parents drank too much and raged when they were drunk, you may be repeating their patterns of how to respond to situations. Even without drinking, the response patterns of yelling and throwing things are frightening enough to leave a permanent memory.If this describes part of your childhood, then it is possible you are becoming angry because it was the only emotion that either of your parents was able to express."
"Whenever I run into a situation that makes me upset or angry, I tend to start cursing and badly offending the person I am confronting. I say mean things to let my anger out. Whenever people tell me stuff about my relationship like starting rumors or saying negative things about me or my relationship I lash out not just them but at my boyfriend. I feel like I keep causing drama due to my personality. I want to be a better person and learn to let things not get to me and be happy and graceful. I hurt the ones I love with my words. I want to be better for myself and them.","Congratulations on making your way to Step One, selfobservation and deciding to change a feature about how you understand and relate to others.There is extraordinary strength in being willing to notice your effect on others and consider what changes are possible.Start on the inside track of your own heart and mind. Once youre able to understand what is driving your emotions to the point where the only reasonable way of handling them is to curse and offend people, youd have gotten a long way in knowing your own expectations of others and how far off the mark from this in your mind, they are.For example, if you expect others to always be accepting, tolerant and happy about situations with your boyfriend, and youre hearing otherwise from people, then you can prepare yourself for possible, less than positive comments about your relationship, or you can ask people to not comment to you about your relationship at all.Basically, the more you know about yourself and are willing to accept your right to ask others to respect your views, the easier and calmer time youll have in handling comments from others that youre not glad hearing.Also, this is a long process because youd be trying to change long time and deep patterns of interacting.Be patient with your own learning curve and certainly consider therapy for yourself in order to have some outside guidance and support for the process youre placing yourself."
I dont know how to notice or express my feelings besides anger. Thats really the only one i feel.,"Well, then give yourself some credit for noticing that you recognize at least one feeling that you have!What is your own theory as to what is difficult to know your feelings? Your answer will give you clues as to unearthing your willingness to be aware of the way you feel.Sometimes the family in which someone grew up, did all they could to stop the kids from knowing who they were.In some families there were very severe consequences if a child spoke up with an independent mind. By knowing where your difficulties started, you may very well be able to release the situation in which you learned to suppress your feelings.Also, spend some time with yourself just enjoying who you are. Often, people who have difficulty in expressing themselves, suffered shame and humiliation as a child. They have a chronic sense of worthlessness, and feeling worthless certainly works against selfexpression. By having a good time being with yourself, you may increase your selfappreciation and this will go a long way to believing that your feelings are worth knowing and stating."
"The sounds of eating and breathing gives me headachesmostly mouth breathing and snoring. It makes me angry, and I want to solve it myself.","Probably good to know in what type of situations you are, in which you are hearing mouth breathing and snoring.If youre sleeping beside your partner who does these actions, would have a different response than if you overhear mouth breathing and snoring from a family member who is napping on the couch and you are walking past them on your way to take a snack in the kitchen.Basically, if the person who does these actions which bother you, start by telling them.Depending on whether they are empathetic to how distressed you are from their sounds, or not, willing to change, or not, has a good deal to do with next steps.I dont really see any step youre able to take to solve that you are sensitive to human sounds from the head.One path I dont recommend is expecting yourself to ignore the fact of being feeling bothered, or dismissing your own sensitivity someone.Your needs matter."
"I need answers to my anger, possessiveness, and urges. I am angry all the time. I push people away so much that I actually blow up on people now because they ask me how my day is or was. I have a possessiveness to someone who is not even mine. I have these urges to hurt someone really bad. I want to see them beg for me to stop hurting. I want to hear their agonizing painedfilled voices. What is wrong with me?","What result are you hoping to get from the behaviors you describe?Maybe start by comparing the results you see yourself receiving from your current interactions, with how you would wish to feel from relating to others.Since you ask, what is wrong with me?, there is a disconnect between what you are doing and what youd like in return.This is true even with imagining doing harm to others.What are you really trying to accomplish for yourself by hurting others?Besides the unethicalness and criminality of this and legal consequences of arrest for such behaviors, what gain which is not evil, do you expect from overpowering and imagining you control another human being?"
"I have a really bad temper. I get mad very easily then stay like that the whole day. I dont mean to be that way, but I cant help it.","A lot of times the anger someone expresses is from feeling a deep level hurt within themselves. A surface situation, like, a store told you theyd have delivery of a certain item by Tuesday, and when that particular Tuesday comes, the store doesnt have what they told you they would, and you are furious.The fury may have more with many times before in your life, having been deeply let down by someone who mattered to your life at the time, who similarly promised something and failed to deliver whatever it.If at the time of feeling let down by someone important in your life, the relationship didnt allow for honest expression of all your emotions, youd have learned to hold in what you realized would not be tolerated if you expressed it clearly.Without practice of being heard when feeling hurt by someone, eventually the person, possibly you, learned to contain and contain your emotions.It is possible that the anger you feel at a variety of situations lately, are muting hurt feelings that youve understood from relating to meaningful people in your personal history, to not talk about.As a way to find out if you feel other emotions in addition to anger, take some time to reflect on what triggered your anger and whether its possible that hurt emotions which nobody whom you know wants to hear, are really the underlying source of your upset.I hope you will enjoy some new discoveries about yourself and your emotions!"
"I am so angry. I feel like the arguments with my parents have caused me so much anxiety and stress, and I dont know what to do. I want to sit down with a psychologist, but I cannot afford one, nor do I have my own health insurance. I can feel myself starting to get violent. I throw things of value when I start to get mad. I have punched holes in my wall. I can feel my aggression getting worse.","First off, it is great that you recognize that some changes need to be made. It is also really good that you understand where the source of your anxiety and stress comes from. Fortunately there are many self help books and internet sources that provide free tools to help you cope withlifes obstacles, including anger management. There are several strategies that you can try tohelp control your anger, but theones thatI would recomend first are the following1.Try a different way of communicating with your parents. Sincearguing withthem is a great source of anger for you, learning more effective ways of communicating with them will likely be of great benefit.Choose a time to talk with themabout heated issues when everyone is calm and emotions are not heightened. Use I phrases by telling them how the arguments effect you, as opposed to placing blame on them.Validate what you hear your parents say in order to allow them to know that you understand their point of view.2. When you feel yourself becoming angry, take a break. Simply excuse yourself from the situation, find a quiet place to be by yourself, and do some deep breathing. Close your eyes, slowly count to four as you inhale, and exhaleeven slower, counting to 6. Focus on nothing except for your breathing and do this for 5 minutes.3. Stop any negative thoughts in their tracks. Often times when we get upset, we catastrophize and do not see things clearly. When you catch yourself thinking negatively stop the thoughts and ask yourself if your thinking is logical and rational. If you cannot find much or any evidence that your thoughts are valid, then let them go and replace them with realistic, logical thoughts.4. Finally, find a friend or someone to talk to andor keep a journal. Keeping your emotions to yourself will not help you. Being able to express your feelings and problem solve will allow for some relief when feeling sad or angry.I wish you all the best!"
"I dont know whats with me. Im almost constantly angry. Even when Im happy, I still feel anger inside me. When I acknowledge it, it ruins my mood and takes over. I get angry at the littlest things. Even if I think someone said something they didnt, it infuriates me. Something perfectly normal can make me go off. When my anger flares up, I get a terrible pain in my chest that lasts for a while. Its like there is a fire constantly burning in my body, and anger is gasoline.","Hi Nashville, Im glad you want this to be different. It doesnt feel good to be angry all the time, and its stealing your energy as well as affecting relationships, Im sure.Working with a therapist, you can learn to recognise the deep emotions that lie underneath the anger. Its likely to be either powerlessness or worthlessness, and what happens is this... a small moment in the present touches on an old, tender, bruised emotion that weve simply felt too much of or too strongly in the past. We develop ways of avoiding these vulnerable emotions, and anger is one way of doing that.So, when someone looks at you in a certain way, or says something, youd rather be angry than feel powerless, or unimportant or whatever your kryptonite feeling is. In that moment, your instinct is to blame whatever happened, no matter how small, because thats the thing that happened just before you got mad. You fail to recognise that the problem is not the look on that persons face, or the shoe that someone left in front of the door...its that you cant stand feeling something and you want to avoid it like you want to stamp your foot out if its on fire.I suggest finding a therapist to work with. You can learn to take responsibility for your old emotions and find new ways to manage them."
"When I see something I dont like, I go off like a ticking time bomb. I go from 0 to 100 really quickly.","Sometimes we react to situations immediately, without thinking of the consequences of our actions. Typically by not reacting right away, we are better able to gather our thoughts, see the situation more clearly and from other perspectives, and respond more calmly. One of the strategies that almost always helps is deep breathing. When faced with a stressful situation, you can give yourself a time out by removing yourself from the stress and spend 5 minutes taking deep breaths breathe in slowly counting to 4 and breathe out even slower counting to 6, while focusing and thinkingonly about your breathing. After doing so, think of the various ways you can respond to the situation and choose the one most appropriate. Good luck!"
"Every time I speak, he says I anger him. Also, when hes mad at something, like work, he gets angry at me. I feel like were so distant from each other now. We used to laugh all the time, and I feel like he lets too much negativity in. What should I do? Weve been married for two years but together for seven.","Hi, Newark. It sounds to me like your husband is going through something, and I think you understand that. You might feel very helpless, sad, and disrespected at the same time. Hes changed.Its unfair for him to blame you for his emotions. His mood issues are about him, not you, and hes either not recognising that or not taking responsibility for it.Are you respecting yourself here by drawing appropriate boundaries? You can let him know when you feel disrespected, and whats not okay with you.He may be experiencing depression, which often shows up as irritability in men. It could be that hes not telling you something, or hes unaware of his emotional processes. You can try a Im really worried about you. You dont seem happy and I dont know how to help you. Some things are happening that arent okay with me. Will you see a therapist? approach. Perhaps you could go with him the first time?Its about a combination of compassion, selfrespect and seeking professional help, I believe. I wish you well."
"Im a teenager. I get random spurts of anger, like complete, pure rage. I figured it was hormones, but others notice it too. I get selfdestructive. I used to cut but stopped. Now when I get mad, I bite my arms and fingers, pull my hair, scratch my face, or punch my thighs. Basically, I do things I can hide instead of breaking anything in my room and having to explain it to my mom. I dont live in a bad household. I have a great family, a great relationship with my boyfriend, and a good job. I have no idea what this is and I dont know how to control it. Its over any little thing. Tonight, it was because I couldnt get my earrings out. This happens maybe two to three times on a good week, and its always over stupid, petty things.","Hi. Im glad you wrote. In general, when a small thing bothers us and this happens to all of us, its because the small thing triggers an emotion in us that we have felt too much or too intensely in the past, and we dont know how to manage that emotion effectively...we just want to avoid it as quickly as possible. Cognitive Behavioural Therapy with a qualified therapist can help you to understand what is being triggered in you and learn how to manage emotions productively. You say that your behaviours are self destructive, and I agree. It sounds like you have developed a habit of channelling your distress towards selfharm, and this is a separate and potentially more serious problem. This is a choice you make that points to shame being an issue for you. Again, a good therapist can help you learn whats behind your shame and selfharm. Your feelings are normal, and you can learn more healthy ways to deal with them with qualified help."
I easily recognize this but have no control over it and need suggestions for managing my anger.,"I suggest that you work on emotional awareness.Emotional awareness basically means knowing what you are feeling and why.Emotional awareness also means that you can identify the link between the way you are feeling and your actions. In other words knowing that your feelings dictate what you do.Often feelings of hurt or insecurity can come out as anger if we cannot properly identify and express the feelings.Being emotionally aware also means that you are able to express your feelings to others. Being unable to do so leads to feelings of frustration and being misunderstood.Many people for many different reasons are not in touch with their emotions. For example, men traditionally have been brought up taught to not express sadness or weakness. Therefore, many men learned to turn feelings of sadness, insecurities, or fears into anger and express these feelings as anger. Being taught not to feel a certain emotion does not make that emotion disappear. Instead it makes us learn how to express it in other, incorrect, ways. If a man never learns to say I am sad or that really hurt my feelings and instead lashes out in anger, then the response they get from those around them will be to the anger and not a response to the underlying true feeling, which will leave the man feeling alone and misunderstood.You can control yourself and not explode. Walk away, remove yourself from the situation, do whatever you have to do to not lash out. Instead of reacting the way you normally would, go somewhere by yourself and think about what just happened and try to understand why such a simple thing upset you. What is the real feeling driving these outbursts? Maybe you can begin to recognize an underlying pattern.It might help to keep an anger journal. Write down everything that gets you upset. That might help you see a pattern and pinpoint what may be setting you off. Talking with a therapist about this would be beneficial in helping pinpoint the underlying cause of the outbursts you are experience."
I have been having horrendous nightmares this whole month.,"Theres a narrative approach that we call nightmare rescripting that may be helpful.Since we cant really control the nature of our dreams while theyre happening, we try to alter them while we are in a waking state.In a nutshell, this refers to first writing out in detail the events of a recurring nightmare you have. Typically, there is an element of fear, danger or helplessness.Second, we rescript the nightmare by changing what happens in the dream in a way that engenders feelings of empowerment, control, competence, andor safety. In other words, if the nightmare involved being pursued or assaulted, we might change the events of the story so that you call the police, get to a place of safety, or even fight back and protect yourself.Third, you can reread this new version of the dream over and over again, so that it becomes a well rehearsed story. The effect of this can make it so that the next time your mind goes towards the nightmare while sleeping, this new, more hopeful and empowering story competes with the old one and reduces the level of distress associated with the dream. Best of luck!"
"I get an uncontrollable swallowing that is repetitive and then somewhat out of body feeling that lasts no more than a minute or two. It usually happens in bed at night, but I occasionally experience this during the day. I have a benign brain tumor, but the doctor said it is not associated with this.","Im not entirely sure whether this relates to something in the mental health realm or if there is something else happening. I know you said that your doctor said it is not related to your physical condition, but have you tried speaking with your primary care physician? Ive seen people with many different symptoms that end up being related to acid reflux or something of that nature. As far as the out of body experience, there are different stages of sleep, so if this is happening in the middle of the night and you are waking up from a dream, you may not be fully awake when its going on. These are just some thoughts, but I think talking to your primary care physician would be a great place to start."
